進貨日期,客戶,鍛品來源,貨單編號,-,材質,品名,幾分 ×,規格,× 幾角, 數量 ,件數, 加工,圖號,下一關,備註,出貨狀況,K,B,出貨數量,數量尚有, 次批數量 ,出貨總數量,數量差,原因,總重,桶重,單重,換算數量
112/02/02,六宏,庫存發出,1120104,-2,50BV30,短套,1/2 ×,30,× 6R,"                 1,063 ",1K,反R削花溝,,,,? 出貨完畢,1K,,,  ,,,,,,,,
112/02/16,六宏,潮洋,23214006,-1,50BV30,短套,3/4 ×,30,× 6R,                     250 ,1K,反R,,,,? 出貨完畢,1K,,,  ,,,,,,,,
112/02/16,六宏,潮洋,23214006,-2,50BV30,短套,3/4 ×,30,× 6R,                     482 ,-,反R,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/03,六宏,庫存發出,1120303,-4,50BV30,短套,1/2 ×,30,× 6R,"                 1,420 ",1K,反R,,,1000-1500pcs,? 出貨完畢,1K,,"            1,420 ",  ,,"                           1,420 ",,,,,,
110/07/29,六宏,誌盛入,010937,-1,50BV30,短套,1/2 ×,27,× 梅,"                 6,160 ",28B,,,,庫存??,,,,,,,,,,,,,
111/06/20,六宏,昇達鑫,AH1110617,-1,50BV30,短套,1/2 ×,32,× 梅,"                 3,900 ",26B,,,,庫存??,?? 訂單轉移,,,,"           3,900 ",,,,,,,,
112/06/13,六宏,潮洋入,23608005,-1,50BV30,短套,3/4 ×,30,× 6R,                     729 ,1K,,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
109/04/08,六宏,庫存發出入,012376,-2,50BV30,短套,1/2 ×,26,× 梅,                     300 ,1B,反R,,,,-,,,,,,,,,,,,
111/06/21,六宏,昇達鑫,AH1110620,-1,50BV30,短套,1/2 ×,30,× 梅,"                 5,920 ",37B,,,,庫存??,?? 訂單轉移,,,,"           5,920 ",,,,,,,,
113/04/15,六宏,潮洋入,24415002,-1,50BV30,短套,3/4 ×,30,× 6R,                     300 ,1K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/04/15,六宏,潮洋入,24415002,-2,50BV30,短套,3/4 ×,30,× 6R,                     422 ,1K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/02/21,仁廷,昇達鑫入,20240124009,-1,50BV30,短套,3/4 ×,32,× 6R,"                 4,410 ",49B,車破反R,,,,? 出貨完畢,6K,,,,,,,,,,,
113/03/13,?德,?德入,1130313,-2,50BV30,短套,3/4 ×,32,× 6R,"                 2,989 ",4K,車破反R,,,,? 出貨完畢,,,,,,,,,,,,
110/08/03,六宏,誌盛入,010940,-1,50BV30,短套,1/2 ×,27,× 6R,"                 6,400 ",32B,,,,庫存??,,,,,,,,,,,,,
110/08/10,六宏,庫存發出入,014780,-1,50BV30,短套,1/2 ×,27,× 6R,"                 1,000 ",1K,反R,,,庫存??,,,,,,,,,,,,,
113/01/08,六宏,昇達鑫入,20240104025,-1,440,長汽,1/2 ×,28,× 6R,                     400 ,5B,GS,,,,? 出貨完畢,,,,,,,,,,,,
110/08/13,六宏,庫存發出入,014782,-1,50BV30,短套,1/2 ×,24,× 6R,"                 2,350 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/08/13,六宏,庫存發出入,014782,-2,50BV30,短套,1/2 ×,27,× 6R,"                 1,771 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/08/13,六宏,庫存發出入,014782,-3,50BV30,短套,1/2 ×,26,× 6R,                     664 ,1K,反R,,,連工帶料,,,,,,,,,,,,,
109/07/22,六宏,庫存發出入,012400,-3,50BV30,長套,1/2 ×,25,× 6R,                     390 ,1K,反R板溝,,,,-,,,,,,,,,,,,
109/07/22,六宏,庫存發出入,012400,-4,50BV30,長套,1/2 ×,26,× 6R,                     218 ,1K,反R板溝車外徑,,,,-,,,,,,,,,,,,
113/03/04,六宏,昇達鑫入,20240229017,-7,50BV30,長套,1/2 ×,28,× 6R,                     300 ,3B,反R板溝車外徑,,,37~37.1,? 出貨完畢,,,,,,,,,,,,
109/07/22,六宏,庫存發出入,012400,-5,50BV30,長套,1/2 ×,29,× 6R,                     300 ,1K,反R板溝,,,,-,,,,,,,,,,,,
109/07/22,六宏,庫存發出入,012400,-6,50BV30,長套,1/2 ×,30,× 6R,                     360 ,1K,反R板溝,,,,-,,,,,,,,,,,,
110/08/13,六宏,庫存發出入,014782,-4,50BV30,短套,1/2 ×,32,× 6R,"                 1,260 ",1K,反R,,,庫存??,,,,,,,,,,,,,
109/08/17,六宏,昇達鑫入,20200817016,-1,50BV30,長套,1/2 ×,32,× 6R,                     560 ,7B,反R,,,,-,,,,,,,,,,,,
112/03/03,六宏,庫存發出,1120303,-5,50BV30,短套,1/2 ×,30,× 梅,"                 1,350 ",1K,反R,,,1000-1500pcs,? 出貨完畢,1K,,"            1,350 ",  ,,"                           1,350 ",,,,,,
110/09/30,六宏,庫存發出入,014799,-1,50BV30,短套,1/2 ×,30,× 6R,"                 1,435 ",1K2B,反R,,,庫存??,,,,,,,,,,,,,
110/10/14,六宏,庫存發出入,007609,-1,50BV30,短套,1/2 ×,30,× 6R,"                 1,338 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/10/24,六宏,庫存發出入,007620,-1,50BV30,短套,1/2 ×,24,× 6R,"                 1,103 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/11/11,六宏,庫存發出入,007616,-1,50BV30,短套,1/2 ×,30,× 6R,"                 1,274 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/11/12,六宏,三仕入,1101112120,-1,50BV30,短套,1/2 ×,24,× 6R,"                 5,000 ",20B,,,,庫存??,,,,,,,,,,,,,
110/11/16,六宏,庫存發出入,007617,-1,50BV30,短套,1/2 ×,24,× 6R,"                 1,630 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/11/30,六宏,庫存發出入,007621,-3,50BV30,短套,1/2 ×,27,× 6R,                     933 ,1K,反R,,,庫存??,,,,,,,,,,,,,
113/03/25,六宏,昇達鑫入,20240320012,-1,50BV30,長汽,1/2 ×,24,× 6R,"                 1,430 ",11B,雙頭,,,整批急件??,? 出貨完畢,,,,,,,,,,,,
110/11/30,六宏,庫存發出入,007621,-4,50BV30,短套,1/2 ×,30,× 6R,"                 1,484 ",1K,反R,,,庫存??,,,,,,,,,,,,,
110/11/30,六宏,庫存發出入,007621,-5,50BV30,短套,1/2 ×,32,× 6R,                     690 ,1K,反R,,,庫存??,,,,,,,,,,,,,
110/11/30,六宏,庫存發出入,007621,-6,50BV30,短套,1/2 ×,32,× 6R,"                 1,204 ",1K,反R,,,庫存??,,,,,,,,,,,,,
111/08/10,六宏,庫存發出入,014695,-1,50BV30,短套,1/2 ×,30,× 6R,"                 1,350 ",1K,反R,,,庫存??,,,,,,,,,,,,,
111/08/16,六宏,庫存發出入,007653,-1,50BV30,短套,1/2 ×,32,× 6R,"                 1,300 ",1K,反R,,,庫存??,,,,,,,,,,,,,
111/08/17,六宏,庫存發出入,007654,-1,50BV30,短套,1/2 ×,24,× 6R,                     520 ,2B,反R,,,庫存??,,,,,,,,,,,,,
111/11/30,六宏,庫存發出入,007688,-1,50BV30,短套,1/2 ×,27,× 6R,"                 1,554 ",1K,反R,,,庫存??,,,,,,,,,,,,,
111/11/30,六宏,庫存發出入,007688,-2,50BV30,短套,1/2 ×,30,× 6R,                     820 ,1K,反R,,,庫存??,,,,,,,,,,,,,
111/11/30,六宏,庫存發出入,007690,-1,50BV30,短套,1/2 ×,30,× 6R,                     957 ,1K,反R板溝,,,庫存??,,,,,,,,,,,,,
111/11/30,六宏,庫存發出入,007688,-3,50BV30,短套,1/2 ×,32,× 6R,                     634 ,1K,反R,,,庫存??,,,,,,,,,,,,,
112/03/20,六宏,六宏入,016039,-1,50BV30,長套,1/2 ×,30,× 梅,                     120 ,2B,,,得利,,? 出貨完畢,,2B,,  ,,,,,,,,
112/03/20,六宏,庫存發出,1120303,-6,50BV30,短套,1/2 ×,32,× 梅,"                 1,305 ",1K,反R,,,1000-1500pcs,? 出貨完畢,1K,1B,"            1,305 ",  ,,,,,,,,
112/07/06,六宏,昇達鑫入,20230704016,-3,50BV30,長套,1/2 ×,33,× 12R,"                 2,456 ",5K,暫放不加工,,ㄅ,7/12反R板溝,? 尚有尾數,1K,,                650 ,"           1,806 ",,                               650 ,1806,,,,,
109/11/23,六宏,昇達鑫入,20201123006,-2,50BV30,長套,1/2 ×,24,× 12R,                     600 ,4B,反R板溝,,,,-,,,,,,,,,,,,
109/11/23,六宏,昇達鑫入,20201123006,-3,50BV30,長套,1/2 ×,30,× 12R,                     540 ,6B,反R板溝,,,,-,,,,,,,,,,,,
109/11/16,六宏,昇達鑫入,20201116020,-4,50BV30,短套,1/2 ×,10,× 梅,"                 5,500 ",10B,未加工轉出,,,,-,,,,,,,,,,,,
109/11/16,六宏,昇達鑫入,20201116020,-5,50BV30,短套,1/2 ×,22,× 梅,"                 5,250 ",15B,未加工轉出,,,,-,,,,,,,,,,,,
109/11/16,六宏,昇達鑫入,20201116020,-6,50BV30,長套,1/2 ×,15,× 梅,"                 5,250 ",15B,未加工轉出,,,,-,,,,,,,,,,,,
113/01/03,六宏,庫存發出入,016073,-1,50BV30,短套,1/2 ×,32,× 6R,"                 1,000 ",1K,反R,,,庫存??,,,,,,,,,,,,,
113/03/14,六宏,潮洋入,24313007,-2,440,接頭,3/4 ×,"1""",,"                 2,556 ",5K,雙頭汽溝,,,,,,,,,,,,,,,,
113/03/25,六宏,潮洋入,24321006,-1,50BV30,短套,3/4 ×,24,× 12R,                     112 ,1B,正R,,,,,,,,,,,,,,,,
112/02/02,六宏,庫存發出,1120104,-3,50BV30,短套,1/2 ×,32,× 6R,"                 1,040 ",1K,反R削花溝,,,,? 出貨完畢,1K,,,  ,,,,,,,,
112/03/03,六宏,庫存發出,1120303,-7,50BV30,短套,1/2 ×,32,× 6R,                     914 ,1K,反R,,,1000-1500pcs,? 出貨完畢,1K,,                914 ,  ,,,,,,,,
112/12/13,六宏,六宏入,002117,-1,50BV30,長套,1/2 ×,30,× 梅,                     100 ,1B,未加工轉出,,,,? 出貨完畢,,,,,,,,,,,,
113/03/29,六宏,昇達鑫入,20240326012,-1,440,長汽,1/2 ×,30,× 6R,"                 2,470 ",19B,GS,,,,,,,,,,,,,,,,
112/04/11,六宏,庫存發出入,1110407,-1,50BV30,短套,1/2 ×,32,× 6R, - ,1K,反R,,,,? 出貨完畢,2K,,"            1,643 ",  ,,"                           1,643 ",,,,,,
113/04/18,六宏,昇達鑫入,20240416013,-2,50BV30,長套,1/2 ×,24,× 12R,                     480 ,3B,反R板溝,,,,,,,,,,,,,,,,
113/05/14,六宏,庫存發出入,014797,-2,50BV30,短套,1/2 ×,35,× 6R,                     990 ,1K,車破反R,,,,,,,,,,,,,,,,
111/11/30,六宏,庫存發出入,007690,-2,50BV30,長套,1/2 ×,36,× 12R,                     208 ,-,車破反R板溝,,,,-,,,,,,,,,,,,
111/11/30,六宏,庫存發出入,007690,-3,50BV30,長套,1/2 ×,36,× 12R,                     660 ,2K,車破反R板溝,,,,-,,,,,,,,,,,,
112/12/13,六宏,庫存發出入,1121212,-1,50BV30,短套,1/2 ×,32,× 6R,                     985 ,,反R,,,,? 出貨完畢,,,"            1,000 ",,,,,,,,,
113/05/16,六宏,昇達鑫入,20240513003,-1,50BV30,短套,1/2 ×,27,× 6R,"                 3,000 ",15B,,,,庫存??,,,,,,,,,,,,,
113/05/16,偉順,偉順入,000957,-1,50BV30,短套,1/2 ×,27,× 12R,                     317 ,1K,直型一溝,113/05/21,,113036,? 出貨完畢,,,,,,,,,,,,
113/06/04,偉順,昇達鑫入,20240531017,-1,50BV30,短套,1/2 ×,11/16,× 12R,                     500 ,2B,直型中雙溝,113/06/18,,113041,? 出貨完畢,,,,,,,,,,,,
113/05/16,偉順,昇達鑫入,113035,-1,50BV30,短套,1/2 ×,1-1/16,× 6R,                     550 ,5B,直型中雙溝,113/06/04,,113035,? 出貨完畢,,,,,,,,,,,,
113/05/16,偉順,昇達鑫入,113035,-2,50BV30,短套,1/2 ×,1-1/16,× 6R,                     500 ,,直型中雙溝,,,113035,,,,,,,,,,,,,
113/07/26,偉順,昇達鑫入,20240710013,-1,50BV30,短套,1/2 ×,1-1/16,× 12R,"                 1,000 ",8B,直型小雙溝,113/07/29,,113047,? 出貨完畢,,,,,,,,,,,,
113/05/07,偉順,昇達鑫入,20240503005,-9,50BV30,短套,1/2 ×,1-1/8,× 6R,                     500 ,6B,反R一溝,113/05/21,,113033,? 出貨完畢,,,,,,,,,,,,
113/05/16,維興,維興入,2210289,-1,50BV30,雙向,1/2 ×,17,× 19,"                 5,118 ",4K1B,車R雙頭,1A2533,,,? 出貨完畢,,,,,,,24,入欠,,,,
113/05/16,維興,維興入,2210289,-2,50BV30,雙向,1/2 ×,18.5,× 19.5,"                 8,088 ",7K,車R雙頭,1A2532,,趕3K??,? 準備出貨,,,,,,,,,,,,
113/05/16,維興,維興入,2210289,-3,50BV30,L,1/2 ×,15/16,× 6R,"                 3,000 ",25B,長美單,,,,? 出貨完畢,,,,,,,,,,,,
113/05/16,六宏,昇達鑫入,20240513003,-2,50BV30,長套,1/2 ×,22,× 12R,                     540 ,3B,反R板溝,,,,? 出貨完畢,,,,,,,,,,,,
113/05/16,六宏,昇達鑫入,20240513004,-1,440,長汽,1/2 ×,27,× 6R,"                 1,800 ",20B,GS,,,,? 出貨完畢,,,,,,,,,,,,#REF!
113/03/18,向得行,松亞豐鑫入,1130318,-4,415,長汽,3/4 ×,32,× 6R,"                 1,007 ",4K,車破反R汽溝,,,,? 出貨完畢,,,,,,,,,,,,
113/05/15,杰毅,庫存發出入,1130515,-1,50BV30,短套,3/4 ×,19,× 6R,"                 2,009 ",,1130930,,,,?? 訂單轉移,,,,,,,,,,,,
112/10/11,杰毅,庫存發出入,20231013,-2,50BV30,短套,3/4 ×,30,× 6R,                     500 ,,RO,,,,? 出貨完畢,1K,,,,,,,,,,,
113/05/17,仁廷,智旺入,0245,-1,6140,萬象母,1/2 ×,-,× -,"               81,650 ",28K,,,,,? 出貨完畢,,,"          35,425 ",,"                      44,875 ",,,,,,,
113/05/20,維興,昇達鑫入,20240516024,-1,50BV30,L,1/2 ×,7/16,× 6R,"                 6,500 ",25B,#1425000,,,,? 出貨完畢,,,,,,,,,,,,
113/05/20,維興,昇達鑫入,20240516024,-2,50BV30,L,1/2 ×,1/2,× 6R,"                 5,700 ",19B,#1425000,,,,? 出貨完畢,,,,,,,,,,,,
113/05/20,維興,昇達鑫入,20240516024,-3,50BV30,L,1/2 ×,11/16,× 6R,"                 5,600 ",20B,#1425000,,,,? 出貨完畢,,,,,,,,,,,,
113/05/20,維興,昇達鑫入,20240516024,-4,50BV30,L,1/2 ×,13/16,× 6R,"                 7,000 ",35B,#1425000,,,,? 出貨完畢,,,,,,,,,,,,
113/05/06,向得行,潮洋入,24506013,-2,50BV30,短套,1/2 ×,17,× 6R,"                 5,050 ",2K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/04/29,向得行,潮洋入,24425001,-4,50BV30,短套,1/2 ×,27,× 6R,"                 5,000 ",4K,反R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/06,向得行,潮洋入,24506013,-3,50BV30,短套,1/2 ×,24,× 6R,"               10,580 ",7K,反R車外徑,,,,? 出貨完畢,,,,,,,,,,,,
113/05/06,向得行,潮洋入,24506013,-4,440,長沖擊,1/2 ×,24,× 6R,"                 5,390 ",7K,反R汽溝,,,,? 出貨完畢,,,,,,,,,,,,
113/05/15,維興,三仕入,1130515134,-1,50BV30,S,1/2 ×,14,× 6R,"                 1,800 ",3B,S.92,,,,,,,,,,,,,,,,
113/05/15,維興,三仕入,1130515134,-2,50BV30,S,1/2 ×,17,× 6R,"                 2,000 ",4B,S.92,,,,? 出貨完畢,,,,,,,,,,,,
113/05/15,維興,三仕入,1130515134,-3,50BV30,S,1/2 ×,18,× 6R,"                 1,600 ",4B,S.92,,,,? 出貨完畢,,,,,,,,,,,,
113/05/20,泉岱,泉岱入,1130520,-1,50BV30,短套,1/2 ×,36,× 6R,                     220 ,2B,反R板溝,,,,? 出貨完畢,,,,,,,,,,,,
113/05/21,維興,維興入,2211367,-1,50BV30,S,1/2 ×,1-1/8,× 6R,                     450 ,1K,短美單,#1024000,,,,,,,,,,,,,,,
113/07/02,維興,維興入,2210470,-1,50BV30,S,1/2 ×,15/16,× 6R,"                 5,102 ",24B,短美單,,,,? 尚有尾數,,,"            4,735 ",,,,,,,,,
113/05/22,杰毅,杰毅入,1130522,-1,50BV30,接頭,3/4 ×,-,× -,                     500 ,1k,車一頭珠溝,,,,? 出貨完畢,,,,,,,,,,,,
113/08/09,偉順,昇達鑫入,20240807009,-2,50BV30,短套,1/2 ×,1-1/4,× 6R,                     350 ,7B,直型一溝,113/09/05,,113054,? 出貨完畢,,,,,,,,,,,,
113/05/22,偉順,庫存發出入,113037,-1,50BV30,短套,1/2 ×,13,× 6R,"                 1,000 ",,正R,,,113037,,,,,,,,,,,,,
114/03/27,筌振,良展入,001750,-1,50BV30,短套,3/4 ×,"1""",× 12R,                     919 ,2K,反R無珠溝車外徑,,M,,???車好暫不出,,,,,,,,,,,,
113/07/26,維興,維興入,2211450,-1,50BV30,S,1/2 ×,15/16,× 6R,                     402 ,1K,S.車蛋窩孔V,102V000 車外徑,,,? 出貨完畢,,,,,,,,,,,,
113/05/22,維興,維興入,2211372,-1,50BV30,L,1/2 ×,1-1/8,× 6R,"                 2,960 ",37B,長美單,,,,? 出貨完畢,,,,,,,,,,,,
113/05/22,維興,維興入,2211372,-2,50BV30,L,1/2 ×,27,× 6R,"                 3,060 ",34B,長美單,,,,? 出貨完畢,,,,,,,,,,,,
113/05/22,向得行,向得行入,1022220,-1,415,短汽,3/4 ×,28,× 6R,"                 1,599 ",3K,車破反R汽溝,,,,? 出貨完畢,,,,,,,,,,,,
113/05/24,維興,維興入,2211376,-1,50BV30,S,1/2 ×,22,× 6R,"                 2,000 ",8B,S.DIN,#107H00,,,? 出貨完畢,,,,,,,,,,,,
113/05/24,維興,維興入,2211376,-2,50BV30,S,1/2 ×,22,× 6R,"                 3,184 ",13B,S.DIN,107000C,,,? 出貨完畢,,,,,,,,,,,,
113/05/27,仁廷,昇達鑫入,20240523023,-1,6140,短套,3/4 ×,21,× 6R,"                 4,449 ",22+1B,正R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/27,維興,昇達鑫入,20240523015,-1,50BV30,L,1/2 ×,10,× 6R,"                 1,250 ",5B,L.95,,,,,,,,,,,,,,,,
113/05/16,偉順,昇達鑫入,113035,-3,50BV30,短套,1/2 ×,13/16,× 6R,"                 1,200 ",3B,直型中雙溝,113/06/04,,113035,? 出貨完畢,,,,,,,,,,,,
113/05/27,偉順,昇達鑫入,20240523016,-1,50BV30,短套,1/2 ×,20,× 6R,                     800 ,,反R,,,113038,? 出貨完畢,,,                892 ,,,,,,,,,
113/05/27,偉順,昇達鑫入,20240523016,-2,50BV30,短套,1/2 ×,20,× 6R,                     400 ,3B,反R,113/06/13,,113038,? 出貨完畢,,,,,,,,,,,,
113/05/27,偉順,昇達鑫入,20240523016,-3,50BV30,短套,1/2 ×,24,× 6R,"                 1,100 ",,反R,,,113038,,,,,,,,,,,,,
113/05/28,仁廷,昇達鑫入,20240524019,-1,6140,短套,3/4 ×,30,× 6R,"                 7,305 ",66+1B,車破反R,,,,? 出貨完畢,,,,,,,,,,,,
113/05/28,杰毅,興信入,AD224050601-05,-2,50BV30,短套,1/2 ×,10,× 6R,"                 1,800 ",4B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/28,杰毅,興信入,AD224050601-05,-3,50BV30,短套,1/2 ×,21,× 6R,"                 1,400 ",4B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/28,杰毅,興信入,AD224050601-05,-4,50BV30,短套,1/2 ×,12,× 6R,"                 2,000 ",4B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/28,杰毅,興信入,AD224050601-05,-5,50BV30,短套,1/2 ×,17,× 6R,"                 1,350 ",3B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/28,杰毅,興信入,AD224050601-05,-6,50BV30,短套,1/2 ×,17,× 6R,"                 1,800 ",4B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/05/15,杰毅,庫存發出入,1130515,-2,50BV30,短套,3/4 ×,19,× 6R,"                 1,000 ",,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/06/21,杰毅,興信入,AD22406101-05,-1,50BV30,短套,1/2 ×,21,× 6R,"                 4,200 ",12B,RO削花溝珠溝,,,,? 出貨完畢,,,"            4,192 ",,,,,,,,,
113/05/28,杰毅,興信入,AD224050601-05,-7,50BV30,短套,3/4 ×,21,× 12R,"                 1,000 ",19B,RO,,,,? 出貨完畢,,,,,,,,,,,,
113/07/01,杰毅,入庫尚揚入,000578,-3,50BV30,短套,3/4 ×,28,× 6R,"                 1,652 ",2K,暫放不加工,RO,H,,???車好暫不出,1K,,                657 ,,,,,,,,,
113/09/05,偉順,昇達鑫入,20240903008,-1,50BV30,短套,1/2 ×,1-1/8,× 6R,                     600 ,6B,直型一溝,113/09/23,,113061,? 出貨完畢,,,,,,,,,,,,
113/05/29,仁廷,智旺入,0242,-1,50BV30,萬向母,1/2 ×,-,,"               17,100 ",5K,單頭一溝,,,,? 出貨完畢,,,,,,,,,,,,
113/08/28,維興,維興入,2211526,-1,50BV30,L,1/2 ×,15/16,× 6R,"                 3,600 ",30B,長美單,,,,,,,,,,,,,,,,
113/05/29,維興,維興入,2211324,-1,50BV30,雙向,1/2 ×,19,× 21,"                 5,056 ",23B,車R雙頭,1A2531,,,,,,,,,,,,,,,
113/05/29,維興,維興入,2211324,-2,50BV30,母座,1/2 ×,-,,"               20,000 ",12K,#4321120 直型,,,,? 出貨完畢,,,,,,,,,,,,
113/05/29,維興,維興入,2211324,-3,50BV30,母座,1/2 ×,-,,"               10,266 ",,#4321130 R型,,,,? 出貨完畢,,,"          10,248 ",,,,,,,,,
113/05/28,六宏,昇達鑫入,20240528021,-1,50BV30,短套,1/2 ×,30,× 6R,"                 1,030 ",13B,反R削花溝,,,,,,,,,,,,,,,,
113/05/28,六宏,昇達鑫入,20240528021,-2,50BV30,短套,1/2 ×,30,× 6R,"                 1,050 ",,,,,庫存??,,,,,,,,,,,,,
113/05/28,六宏,昇達鑫入,20240528021,-3,50BV30,短套,1/2 ×,32,× 6R,"                 1,030 ",20B,反R削花溝,,,,,,,,,,,,,,,,
113/05/28,六宏,昇達鑫入,20240528021,-4,50BV30,短套,1/2 ×,32,× 6R,"                 1,970 ",,,,,庫存??,,,,,,,,,,,,,
113/06/04,筌振,三仕入,1130603322,-1,50BV30,短套,3/4 ×,22,× 6R,"                 2,183 ",16B,正R無珠溝,,,,? 出貨完畢,,,,,,,,,,,,
113/06/04,維興,昇達鑫入,20240531021,-1,50BV30,L,1/2 ×,9/16,× 6R,"                 8,700 ",29B,#1425000,,,,,,,,,,,,,,,,
113/09/23,偉順,昇達鑫入,20240919021,-1,50BV30,短套,1/2 ×,20,× 12R,"                 1,200 ",3B,直型小雙溝,113/10/14,,113062,? 出貨完畢,,,,,,,,,,,,
113/06/04,偉順,昇達鑫入,20240531017,-2,50BV30,短套,1/2 ×,11/16,× 12R,                     700 ,,直型,,,113041,,,,,,,,,,,,,
113/06/05,筌振,智旺入,001184,-1,-,接頭,3/4 ×,"1""",,"                 1,405 ",2K,手動無珠溝,,,,? 出貨完畢,,,,,,,,,,,,
113/06/05,向得行,松亞豐鑫入,1130605,-1,50BV30,短汽,1/2 ×,32,× 6R,"                 2,470 ",3K,,#4408,,,? 出貨完畢,,,,,,,,,,,,
113/06/05,向得行,松亞豐鑫入,1130605,-2,50BV30,短汽,1/2 ×,30,× 6R,"                 3,054 ",4K,,#4408,,,? 出貨完畢,,,,,,,,,,,,
113/06/05,向得行,松亞豐鑫入,1130605,-3,50BV30,短套,1/2 ×,32,× 6R,"                 3,081 ",4K,車破反R,,,,? 出貨完畢,,,,,,,,,,,,
113/06/05,向得行,松亞豐鑫入,1130605,-4,415,長汽,3/4 ×,19,× 6R,"                 1,609 ",3K,未加工轉出,,,,? 出貨完畢,,,,,,,,,,,,
113/06/05,向得行,松亞豐鑫入,1130605,-5,415,短汽,3/4 ×,19,× 6R,"                 2,048 ",2K,正R汽溝,,,,? 出貨完畢,,,,,,,,,,,,
113/06/05,向得行,松亞豐鑫入,1130605,-6,415,短汽,3/4 ×,17,× 6R,"                 2,045 ",2K,正R汽溝,,,,? 出貨完畢,,,,,,,,,,,,
113/06/05,向得行,潮洋入,24605009,-1,50BV30,短套,1/2 ×,22,× 6R,"                 8,220 ",4K,反R,,,,? 出貨完畢,,,"            8,252 ",,,,,,,,,
113/06/05,維興,潮洋入,24603004,-1,440,雙向,1/2 ×,22,× 22.5,"                 4,764 ",5K,車R雙頭,1A2532,,,,,,,,,,,,,,,
113/06/06,筌振,三仕入,1130606138,-1,50BV30,短套,3/4 ×,30,× 6R,"                 3,000 ",30B,反R無珠溝,,,,? 出貨完畢,,,,,,,,,,,,
113/06/07,仁廷,昇達鑫入,20240605011,-1,6140,短套,3/4 ×,19,× 6R,"                 1,315 ",6+1B,正R,,,,? 出貨完畢,,,,,,,,,,,,
113/06/07,偉順,三仕入,1130606113,-1,50BV30,短套,1/2 ×,22,× 12R,"                 1,200 ",10B,直型小雙溝,113/07/02,,113042,? 出貨完畢,,,,,,,,,,,,
113/06/07,偉順,三仕入,1130606113,-2,50BV30,短套,1/2 ×,22,× 12R,"                 1,800 ",,113078,,,113042,?? 訂單轉移,,,,,,,,,,,,
113/06/07,維興,維興入,2210454,-1,50BV30,雙向,1/2 ×,22.5,× 22,"                 4,764 ",5K,車R雙頭,1A2532,,,? 出貨完畢,,,,,,,,,,,,
113/06/07,維興,維興入,2210454,-2,50BV30,L,1/2 ×,1-1/8,× 6R,                     124 ,1K,重修,,,有刀痕,? 出貨完畢,,,,,,,,,,,,
113/06/07,維興,維興入,2211332,-1,50BV30,L,1/2 ×,10,× 6R,                     450 ,1K,#147M000,,,車外徑,,,,,,,,,,,,,
113/06/07,維興,維興入,2211332,-2,50BV30,L,1/2 ×,11,× 6R,                     600 ,1K,#147M000,,,車外徑,,,,,,,,,,,,,
113/06/12,偉順,偉順入,113043,-1,50BV30,短套,1/2 ×,14,× 12R,"                 1,000 ",,正R小雙溝,113/07/15,,113043,? 出貨完畢,,,,,,,,,,,,
