進貨日期,客戶,鍛品來源,貨單編號,-,材質,品名,幾分 ×,規格,× 幾角, 數量 ,件數, 加工,圖號,下一關,備註,出貨狀況,K,B,出貨數量,數量尚有, 次批數量 ,出貨總數量,數量差,原因,總重,桶重,單重,換算數量
112/03/02,六宏,六宏,016014,-1,-,長汽,"1"" ×",29,,                       70 ,2B,車短,,,,? 出貨完畢,,2B,,  ,,                                  -   ,,,,,,
112/03/02,向得行,潮洋,23302003,-2,50BV30,短套,1/2 ×,21,× 12R,"                 5,000 ",2K,反R,,順龍,,? 出貨完畢,2K,,"            4,983 ",  ,,"                           4,983 ",,,,,,
112/03/02,向得行,潮洋,23302003,-3,50BV30,短套,1/2 ×,22,× 6R,"                 2,020 ",1K,反R,,銓成,勿混,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
109/04/20,六宏,昇達鑫入,20200420006,-1,50BV30,短套,1/2 ×,27,× 6R,"                 4,000 ",20B,,,,庫存??,,,,,,,,,,,,,
109/05/11,六宏,庫存發出入,012387,-1,50BV30,短套,1/2 ×,24,× 6R,                     880 ,1K,反R,,得利,庫存??,,,,,,,,,,,,,
109/05/11,六宏,庫存發出入,012387,-2,50BV30,短套,1/2 ×,30,× 6R,"                 1,340 ",1K,反R,,得利,庫存??,,,,,,,,,,,,,
112/03/03,六宏,六宏,011797,-1,50BV30,短套,3/4 ×,41,× 6R,                     431 ,1K,,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/06,維興,維興,2229324,-2,50BV30,S,1/2 ×,10,× 6R,"                 4,045 ",9B,短美單,,鴻輝,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/07,維興,昇達鑫,20230303012,-2,50BV30,L,1/2 ×,13/16,× 6R,"                 1,600 ",8B,#1425000,,,,? 出貨完畢,,, - ,  ,,#VALUE!,,,,,,
112/03/08,偉順,昇達鑫,20230303013,-4,50BV30,短套,1/2 ×,32,× 6R,                     520 ,,反R,112/04/10,杰霖,112007,? 出貨完畢,1K,,                515 ,  ,,                               515 ,,,,,,
111/08/08,偉順,昇達鑫,20220804019,-2,50BV30,短套,1/2 ×,27,× 12R,"                 1,600 ",13B,直型,,偉順,111079,?? 未完待檢,2K,,,"           1,600 ",,                                  -   ,1600,,,,,
112/03/08,筌振,得利,000805,-1,50BV30,短套,3/4 ×,36,× 6R,"                 3,093 ",6K,車破反R無珠溝,,得利,,? 出貨完畢,5K,,"            3,087 ",  ,,"                           3,087 ",,,,,,
112/03/08,?德,潮洋,23306003,-2,50BV30,短套,3/4 ×,23,× 6R,"                 3,530 ",3K,正R,,,,? 出貨完畢,3K,,"            3,525 ",  ,,"                           3,525 ",,,,,,
112/03/08,六宏,六宏,016023,-1,50BV30,短汽,1/2 ×,33,× 6R,                     300 ,1K,補汽溝,,鴻輝,,? 出貨完畢,,,                330 ,  ,,                               330 ,,,,,,
112/03/08,偉順,入庫尚揚,112008,-3,50BV30,短套,1/2 ×,"1""",× 6R,                     980 ,,直型一溝,,偉順,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/08,偉順,入庫尚揚,112008,-4,50BV30,短套,1/2 ×,15,× 6R,"                 1,000 ",,直型中雙溝,,偉順,,? 出貨完畢,1K,,                980 ,  ,,                               980 ,,,,,,
112/03/08,維興,維興,2229620,-3,50BV30,L,1/2 ×,21,× 6R,"                 2,250 ",15B,L.DIN,147000A,鴻輝,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/03/10,維興,維興,2229628,-1,50BV30,S,1/2 ×,24,× 6R,"                 5,101 ",26B,短美單,,鴻輝,,? 出貨完畢,3K,,,  ,"                         1,600 ","                           1,600 ",,,,,,
112/03/13,維興,維興,2229629,-3,50BV30,S,1/2 ×,17,× 12R,"                 1,653 ",1K,S.DIN,#107W,鴻輝,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/13,維興,維興,2229629,-4,50BV30,S,1/2 ×,15/16,× 6R,                     450 ,15B,S.車蛋窩孔V,102V000 車外徑,銓成,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/14,?德,?德,1120314,-3,50BV30,短套,3/4 ×,34,× 12R,"                 3,051 ",5K,車破反R,,,整批急件??,? 出貨完畢,4K,1B,"            1,551 ",  ,"                         1,500 ","                           3,051 ",,,,,,
112/03/14,?德,?德,1120314,-4,50BV30,短套,3/4 ×,32,× 12R,"                 3,196 ",5K,車破反R,,,,? 出貨完畢,4K,,,  ,,                                  -   ,,,,,,
112/03/14,向得行,潮洋,23314008,-2,50BV30,長套,1/2 ×,24,× 12R,"                 3,040 ",4K,反R,,順龍,,? 出貨完畢,3K,2B,,  ,,                                  -   ,,,,,,
112/03/20,長金,長金入,0817,-1,-,雙向,1/2 ×,19,× 21,"                 3,684 ",3K,,,長金,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/03/20,維興,維興入,2229916,-3,50BV30,彈套,1/2 ×,5/16,× 6R,"                 2,000 ",4B,雙頭斜度,#792522,永富,永富→明光→富祥→琪翔→永達,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/20,維興,維興入,2229916,-4,50BV30,L,1/2 ×,24,× 6R,"                 2,970 ",27B,長美單,,鴻輝,,? 出貨完畢,4K,,,  ,,                                  -   ,,,,,,
112/03/20,維興,維興入,2229916,-5,50BV30,S,1/2 ×,30,× 6R,"                 3,120 ",24B,S.DIN,107000C,豐陽,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/03/20,?德,潮洋入,23320007,-4,50BV30,短套,3/4 ×,19,× 12R,"                 3,242 ",3K,正R,,信昌 (潮松料),,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/03/20,六宏,昇達鑫入,20230316021,-2,440,長汽,1/2 ×,26,× 6R,"                 1,530 ",17B,GS,,鴻輝,整批急件??,? 出貨完畢,2K,,"            1,100 ",  ,                            430 ,"                           1,530 ",,,,,,
112/03/20,六宏,昇達鑫入,20230316022,-2,50BV30,長套,1/2 ×,7/8,× 12R,                     680 ,4B,反R板溝,,玄豐,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/20,六宏,昇達鑫入,20230316022,-3,50BV30,短套,1/2 ×,28,× 梅,                     540 ,3B,反R,,得利,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/20,偉順,昇達鑫入,20230316020,-2,50BV30,短套,1/2 ×,24,× 12R,"                 1,500 ",5B,直型,,偉順,112009,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/21,維興,昇達鑫入,20230316023,-3,50BV30,L,1/2 ×,17,× 6R,"                 1,680 ",6B,L.92,,玄豐,,? 出貨完畢,1K,,"            1,680 ",  ,,"                           1,680 ",,,,,,
112/03/21,維興,昇達鑫入,20230316023,-4,50BV30,L,1/2 ×,24,× 6R,"                 1,200 ",8B,L.92,,玄豐,,? 出貨完畢,2K,,"            1,194 ",  ,,"                           1,194 ",,,,,,
112/03/21,維興,昇達鑫入,20230316023,-5,50BV30,L,1/2 ×,22,× 6R,"                 2,040 ",12B,#247R000,,鴻輝,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/22,仁廷,智旺入,0828,-2,50BV30,短套,3/8 ×,11/16,× 6R,"               16,531 ",49B,,,,,? 出貨完畢,5K,,,  ,,                                  -   ,,,,,,
112/03/23,杰毅,興信入,AD233031402-04,-2,50BV30,短套,1/2 ×,8,× 12R,                     900 ,2B,RO下板溝,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/23,杰毅,興信入,AD233031402-04,-3,50BV30,短套,1/2 ×,14,× 12R,"                 1,000 ",2B,RO下板溝,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/24,維興,昇達鑫入,20230322001,-3,50BV30,L,1/2 ×,13,× 6R,"                 2,200 ",10B,#247R000,,,,-,,,,"           2,200 ",,                                  -   ,2200,,,,,
112/03/24,維興,昇達鑫入,20230322001,-4,50BV30,L,1/2 ×,19,× 6R,"                 2,160 ",12B,#247R000,,鴻輝,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/03/24,維興,昇達鑫入,20230322001,-5,50BV30,L,1/2 ×,24,× 6R,"                 2,080 ",16B,#247R000,,鴻輝,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/03/28,六宏,昇達鑫入,20230324023,-1,50BV30,短套,1/2 ×,15/16,× 12R,                       74 ,1B,反R板溝,,玄豐,,? 出貨完畢,1K,1B,,  ,,                                  -   ,,,,,,
112/03/31,維興,維興入,2229338,-1,50BV30,L,1/2 ×,13/16,× 6R,"                 2,100 ",3K,長美單,,立富,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,?德,?德入,1120325,-1,50BV30,短套,3/4 ×,36,× 6R,"                 5,027 ",11K,車破反R,,,,? 出貨完畢,8K,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-9,50BV30,短套,1/2 ×,11,× 6R,                     500 ,1B,正R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-10,50BV30,短套,1/2 ×,14,× 6R,                     500 ,1B,正R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/02/13,杰毅,杰毅,AIM23020917,-10,50BV30,短套,1/2 ×,17,× 6R,"                 3,150 ",1K,RO雙溝,,,,-,,,,"           3,150 ",,                                  -   ,3150,,,,,
112/05/09,杰毅,昇達鑫入,20230505021,-1,50BV30,短套,1/2 ×,24,× 6R,"                 1,200 ",4B,直筒珠溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-11,50BV30,短套,1/2 ×,27,× 6R,                     360 ,2B,反R下雙溝,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/08,杰毅,昇達鑫入,20230502030,-1,440,短汽,1/2 ×,11,× 6R,"               26,800 ",67B,車一頭,,,,? 出貨完畢,,,"            6,880 ",  ,"                      20,000 ","                         26,880 ",,,,,,
112/05/08,杰毅,昇達鑫入,20230502030,-2,440,短汽,1/2 ×,14,× 6R,"                 5,400 ",12B,車一頭,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-12,50BV30,短套,1/2 ×,14,× 12R,                     500 ,1B,正R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/02/15,杰毅,興信,1120214,-10,50BV30,短套,3/4 ×,1-1/8,× 12R,"                 3,011 ",25B,RO,,杰毅,,? 出貨完畢,3K,,,  ,,,,,,,,
112/04/26,杰毅,杰毅入,AIM23042512,-1,50BV30,短套,1/2 ×,34,× 6R,                     300 ,1K,RO,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/17,杰毅,杰毅入,AIM23041302,-1,50BV30,短套,1/2 ×,11,× 12R,                     200 ,1B,RO下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/29,?德,潮洋入,23327002,-1,50BV30,短套,3/4 ×,"1""",× 12R,"                 3,054 ",3K,,,,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/02/14,偉順,昇達鑫,20230210009,-8,50BV30,短套,1/2 ×,7/8,× 6R,                     850 ,5B,直型一溝,112/04/10,杰霖,112004,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/29,?德,潮松入,2304010007,-1,50BV30,接頭,1/2 ×,3/4,,"                 9,000 ",3K,汽動,,,,? 出貨完畢,3K,,"            8,994 ",  ,,"                           8,994 ",,,,,,
112/03/29,向得行,向得行入,23324004,-3,50BV30,短套,3/4 ×,27,× 6R,                     860 ,1K,,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/29,?德,潮松入,2304010007,-2,50BV30,接頭,3/4 ×,1/2,,"                 5,100 ",3K,汽動,,信昌 (潮松料),,? 出貨完畢,4K,,"            6,000 ",  ,,"                           6,000 ",,,,,,
112/04/13,杰毅,昇達鑫入,20230410014,-1,50BV30,短套,1/2 ×,10,× 12R,                     550 ,1B,RO下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,維興,昇達鑫入,20230324019,-3,50BV30,L,1/2 ×,30,× 6R,"                 2,040 ",-,長美單,,立富,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,杰毅,杰毅入,AIM23033121,-1,50BV30,短套,1/2 ×,17,× 6R,                     320 ,1B,RO下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,杰毅,杰毅入,AIM23033121,-2,50BV30,短套,1/2 ×,17,× 6R,"                 1,762 ",1K,RO,,,,? 出貨完畢,,,"            1,312 ",  ,,"                           1,312 ",,,,,,
112/04/06,杰毅,杰毅入,AIM23033121,-3,50BV30,短套,1/2 ×,27,× 12R,                     170 ,1K,RO下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/11,杰毅,杰毅入,AIM23040708,-1,50BV30,短套,1/2 ×,28,× 12R,                     238 ,1K,,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,杰毅,三仕入,20230329013,-1,50BV30,短套,1/2 ×,E12,,                     500 ,1B,RO板溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,杰毅,三仕入,20230329013,-2,50BV30,短套,1/2 ×,16,× 12R,                     500 ,1B,RO下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/30,杰毅,杰毅入,AIM23032911,-2,50BV30,短套,1/2 ×,15,× 12R,                     200 ,1B,正R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/25,偉順,昇達鑫入,20230420005,-1,50BV30,短套,1/2 ×,15/16,× 6R,                     500 ,6B,直型一溝,112-05-26,杰霖,112014,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/04/06,偉順,三仕入,1120328004,-1,50BV30,短套,1/2 ×,E12,,"                 1,231 ",-,正R板溝,,偉順,112011,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/25,偉順,昇達鑫入,20230420005,-2,50BV30,短套,1/2 ×,15/16,× 6R,"                 1,300 ",-,反R一溝,,偉順,112014,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,偉順,三仕入,1120330102,-1,50BV30,短套,1/2 ×,10,× 6R,"                 1,000 ",-,正R,,偉順,112011,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,六宏,昇達鑫入,20230329012,-1,50BV30,長汽,1/2 ×,22,× 6R,                     520 ,4B,雙頭汽溝車外徑,,,外徑30,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,六宏,昇達鑫入,20230330027,-1,50BV30,短套,1/2 ×,26,× 6R,"                 1,250 ",5B,反R,,得利,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/29,?德,潮洋入,23329006,-1,50BV30,接頭,3/4 ×,"1""",,                     541 ,6K,手動,,春億 (潮洋料),,? 出貨完畢,1K,,                590 ,  ,,                               590 ,,,,,,
112/03/29,?德,潮洋入,23329006,-2,50BV30,接頭,3/4 ×,"1""",,"                 4,500 ",-,汽動,,春億 (潮洋料),,? 出貨完畢,5K,,"            4,475 ",  ,,"                           4,475 ",,,,,,
112/04/11,維興,維興入,2229966,-1,50BV30,S,1/2 ×,1-3/16,× 12R,                     600 ,1K,S.車蛋窩孔V,102V000 車外徑,銓成,注意螺孔深度,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/11,維興,維興入,2229966,-2,50BV30,S,1/2 ×,24,× 12R,"                 3,118 ",14B,S.DIN,#107W,,,? 出貨完畢,2K,,"            3,104 ",  ,,"                           3,104 ",,,,,,
112/04/11,維興,維興入,2229966,-3,50BV30,S,1/2 ×,24,× 6R,"                 3,000 ",15B,S.DIN,107000C,立富,,? 出貨完畢,2K,,"            2,952 ",  ,,"                           2,952 ",,,,,,
112/04/11,維興,維興入,2229966,-4,50BV30,L,1/2 ×,30,× 6R,"                 1,670 ",29B,長美單,,立富,,? 出貨完畢,3K,,"            1,530 ",  ,,"                           1,530 ",,,,,,
112/04/11,維興,維興入,2229966,-5,50BV30,L,1/2 ×,1-1/8,× 6R,                     480 ,2K,L.車蛋窩孔V,#142V000 車外徑,銓成,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/18,維興,維興入,2229578,-1,50BV30,L,1/2 ×,1-1/4,× 12R,                     630 ,2K,L.其他,#1424G06,立富,,? 出貨完畢,1K,1B,,  ,,                                  -   ,,,,,,
112/04/11,維興,維興入,2229966,-6,50BV30,L,1/2 ×,30,× 6R,                     420 ,-,L.其他,#1424G06,立富,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/04/11,久鈦,庫存發出入,1120411,-1,440,長汽,1/2 ×,1-1/2,× 6R,                     400 ,,GS,,宏元,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-13,50BV30,短套,1/2 ×,17,× 12R,                     450 ,1B,反R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/11,?德,潮洋入,23410009,-1,440,接頭,3/4 ×,1/2,,"                 6,000 ",7K,汽動,,春億 (潮洋料),,? 出貨完畢,4K,,,  ,,                                  -   ,,,,,,
112/01/09,六宏,昇達鑫,20230105011,-1,440,長汽,1/2 ×,24,× 6R,"                 1,100 ",10B,GS,,鴻輝,,? 出貨完畢,2K,,,  ,,,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-14,50BV30,短套,1/2 ×,15,× 6R,                     600 ,1B,正R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/17,仁廷,智旺入,0788,-1,50BV30,萬套,1/2 ×,13/16,× 6R,"                 5,000 ",25B,車一頭,,,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/04/14,六宏,六宏入,016411,-1,50BV30,短汽,3/4 ×,24,× 6R,"                 1,541 ",2K,正R汽溝,,,,? 出貨完畢,2K,,"            1,537 ",  ,,"                           1,537 ",,,,,,
112/04/17,筌振,智旺入,000832,-1,50BV30,短套,3/4 ×,19,× 6R,"                 2,031 ",15B,正R無珠溝,,有旺,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/04/17,筌振,智旺入,000832,-2,50BV30,短套,3/4 ×,26,× 6R,"                 3,053 ",20B,反R無珠溝,,得利,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/04/17,筌振,智旺入,000832,-3,50BV30,短套,3/4 ×,27,× 6R,"               10,140 ",78B,反R無珠溝,,,,? 出貨完畢,8K,,,  ,,                                  -   ,,,,,,
112/04/17,筌振,智旺入,000832,-4,50BV30,短套,3/4 ×,30,× 6R,"                 2,100 ",21B,反R無珠溝,,得利,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/04/17,鉅朋,智旺入,20230329016,-1,440,長汽,1/2 ×,26,× 6R,                     360 ,4B,反R汽溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/17,鉅朋,智旺入,20230329016,-2,440,長汽,1/2 ×,19,× 6R,                     340 ,2B,直型汽溝車外徑,,,薄壁,? 出貨完畢,,2B,,  ,,                                  -   ,,,,,,
112/05/15,杰毅,杰毅入,AIM23051113,-1,50BV30,短套,1/2 ×,17,× 6R,"                 5,080 ",2K,RO雙溝,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/04/18,維興,維興入,2229578,-2,50BV30,S,1/2 ×,19,× 12R,"                 3,112 ",9B,S.DIN,#107W,,整批急件??,? 出貨完畢,3K,,"            1,820 ",  ,"                         1,288 ","                           3,108 ",,,,,,
112/04/11,維興,維興入,2229966,-7,50BV30,S,1/2 ×,24,× 6R,"                 2,132 ",11B,S.DIN,#107W,鴻輝,,? 出貨完畢,1K,,"            2,159 ",  ,,"                           2,159 ",,,,,,
112/04/18,向得行,松亞豐鑫入,1120418,-1,50BV30,短套,1/2 ×,1-1/4,× 12R,"                 1,571 ",2K,車破反R,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/18,向得行,松亞豐鑫入,1120418,-2,415,長汽,3/4 ×,30,× 6R,"                 2,086 ",6K,車破反R汽溝,,,,? 出貨完畢,5K,,,  ,,                                  -   ,,,,,,
112/04/18,向得行,松亞豐鑫入,1120418,-3,415,短汽,3/4 ×,22,× 6R,"                 2,100 ",3K,正R汽溝,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/04/18,向得行,松亞豐鑫入,1120418,-4,415,短汽,3/4 ×,1-1/4,× 6R,                     883 ,2K,車破反R汽溝,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/04/18,向得行,松亞豐鑫入,1120418,-5,415,短汽,3/4 ×,1-1/16,× 6R,                     896 ,1K,車破反R汽溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/18,向得行,松亞豐鑫入,1120418,-6,415,短汽,3/4 ×,"1""",× 6R,                     984 ,1K,反R汽溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/21,維興,昇達鑫入,20230418003,-1,50BV30,L,1/2 ×,19,× 6R,"                 2,070 ",9B,L.92,,,,? 出貨完畢,2K,,"            2,090 ",  ,,"                           2,090 ",,,,,,
112/04/18,偉順,昇達鑫入,20230418004,-5,50BV30,短套,1/2 ×,18,× 6R,                     800 ,4B,直型一溝,112/05/26,杰霖,112013,? 出貨完畢,,2B,                795 ,  ,,                               795 ,,,,,,
112/04/18,偉順,昇達鑫入,20230418004,-6,50BV30,短套,1/2 ×,18,× 6R,"                 1,000 ",-,直型一溝,,偉順,112013,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,偉順,三仕入,1120328004,-2,50BV30,短套,1/2 ×,E12,,                     300 ,4B,正R板溝,112/04/21,杰霖,112011,? 出貨完畢,,1B,                270 ,  ,,                               270 ,,,,,,
112/04/06,偉順,三仕入,1120330102,-2,50BV30,短套,1/2 ×,10,× 6R,"                 1,000 ",4B,正R,112/05/10,杰霖,112011,? 出貨完畢,,2B,,  ,,                                  -   ,,,,,,
112/04/18,偉順,昇達鑫入,20230418004,-7,50BV30,短套,1/2 ×,21,× 6R,"                 1,200 ",3B,直型一溝,112/05/10,偉順,112013,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/23,偉順,昇達鑫入,20230517019,-1,50BV30,短套,1/2 ×,1/2,× 6R,"                 1,200 ",2B,正R中雙溝,112-06-08,杰霖,112018,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
113/01/26,偉順,昇達鑫入,20240124008,-1,50BV30,短套,1/2 ×,11/16,× 12R,                     600 ,,直型小雙溝,,偉順,113006,? 出貨完畢,,,,,,,,,,,,
112/04/24,筌振,得利入,000824,-1,50BV30,短套,3/4 ×,32,× 12R,"                 1,100 ",2K,車破反R無珠溝,,得利,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/04/11,維興,維興入,2229966,-8,50BV30,L,1/2 ×,30,× 6R,"                 1,200 ",15B,#147H00,,鴻輝,,-,2K,,,"           1,200 ",,                                  -   ,1200,,,,,
112/04/11,維興,維興入,2229966,-9,50BV30,L,1/2 ×,30,× 6R,                     420 ,-,L.車蛋窩孔V,#142V000,銓成,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/04/24,維興,維興入,2229346,-1,50BV30,S,1/2 ×,25,× 6R,"                 1,927 ",2K,S.DIN,#107W,鴻輝,,? 出貨完畢,,,"            1,891 ",  ,,"                           1,891 ",,,,,,
112/04/25,杰毅,昇達鑫入,20230420007,-1,50BV30,HBS,1/2 ×,10,× 6R,"                 9,350 ",17B,正R珠,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/04/25,杰毅,昇達鑫入,20230420007,-2,50BV30,HBS,1/2 ×,14,× 6R,"                 2,400 ",4B,正R珠,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/01/30,偉順,庫存發出入,112002,-2,50BV30,短套,1/2 ×,7/8,× 12R,"                 1,000 ",-,直型大雙溝,112/02/20,杰霖,112002,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/23,偉順,昇達鑫入,20230519021,-1,50BV30,短套,1/2 ×,1/2,× 12R,                     600 ,,正R中雙溝,,偉順,112019,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/04/25,六宏,昇達鑫入,20230420006,-1,440,長汽,1/2 ×,21,× 6R,"                 1,500 ",10B,,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/04/25,?德,潮洋入,23419005,-1,50BV30,短套,3/4 ×,17,× 6R,"                 1,845 ",2K,正R,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/26,維興,維興入,2229759,-1,50BV30,S,1/2 ×,1-1/4,× 12R,                     660 ,1K,S.車蛋窩孔V,102V000,銓成,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/04/26,維興,維興入,2229759,-2,50BV30,L,1/2 ×,11/16,× 6R,                     600 ,1K,L.車蛋窩孔V,#142V000 車外徑,銓成,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/04/26,維興,維興入,23425007,-1,50BV30,L,1/2 ×,13,× 6R,                       10 ,1B,,,,樣品,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/26,維興,維興入,23425007,-2,50BV30,L,1/2 ×,14,× 6R,                       10 ,1B,,,,樣品,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/26,維興,維興入,23425007,-3,50BV30,L,1/2 ×,17,× 6R,                       10 ,1B,,,,樣品,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/02,維興,昇達鑫入,20230427024,-1,50BV30,L,1/2 ×,10,× 6R,"                 2,250 ",9B,#247R000,,鴻輝,,? 出貨完畢,1K,1B,"            2,230 ",  ,,"                           2,230 ",,,,,,
112/04/06,杰毅,杰毅入,AIM23033121,-4,50BV30,短套,1/2 ×,21,× 6R,                     300 ,1B,RO下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/27,仁廷,智旺入,230427002,-1,50BV30,短汽,3/4 ×,27,× 6R,"                 3,077 ",,車破反R汽溝,,,,? 出貨完畢,4K,,,  ,,                                  -   ,,,,,,
112/04/27,杰毅,觀宏入,11204260004,-1,50BV30,HBS,1/2 ×,17,× 6R,                     450 ,1B,正R珠,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/04/27,維興,昇達鑫入,20230425020,-1,50BV30,L,1/2 ×,32,× 6R,"                 1,200 ",15B,L.92,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/05/02,仁廷,智旺入,20230427024,-2,50BV30,萬套,1/2 ×,21,× 6R,"               10,156 ",51B,車一頭,,,,? 出貨完畢,5K,,,  ,,                                  -   ,,,,,,
112/05/02,維興,昇達鑫入,20230427024,-3,50BV30,L,1/2 ×,11,× 6R,"                 2,080 ",8B,#247R000,,鴻輝,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/04,維興,昇達鑫入,20230428005,-1,440,S,1/2 ×,21,× 6R,"                 1,100 ",9+1B,S.DIN,#107W,鴻輝,,? 出貨完畢,1K,,"            1,084 ",  ,,"                           1,084 ",,,,,,
112/05/02,?德,潮松入,2305010003,-1,50BV30,接頭,3/4 ×,1/2,,"                 5,100 ",3K,汽動,,,,? 出貨完畢,,,"            3,054 ",  ,,"                           3,054 ",,,,,,
